更新时间,#genre#
20250814-17-24-26,url


RespoTime,whitelist,#genre#
447.85ms,CCTV1,http://58.17.48.228:808/hls/1/index.m3u8
437.14ms,CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
452.99ms,CCTV1,http://111.61.101.141:199/hls/62/index.m3u8
450.53ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
456.84ms,CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
466.97ms,CCTV1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
496.94ms,CCTV1,http://106.53.99.30/tv/20250803.php?id=CCTV1
557.75ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8
552.71ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
559.07ms,CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv
566.11ms,CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
568.20ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
589.68ms,CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
678.07ms,CCTV1,https://cc06.tv12.xyz/1.m3u8
495.74ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
506.56ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
385.97ms,CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8
953.12ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
381.44ms,CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
356.20ms,CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8
604.84ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
610.50ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
583.91ms,CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
554.91ms,CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
556.54ms,CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
631.80ms,CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8
364.15ms,CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8
367.97ms,CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8
784.88ms,CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
310.66ms,CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8
1346.48ms,CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
329.12ms,CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8
339.01ms,CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8
315.73ms,CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8
848.04ms,CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8
952.01ms,CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
597.43ms,CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8
1539.89ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
1552.00ms,CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1562.06ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
594.64ms,CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8
633.43ms,CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8
322.84ms,CCTV1,http://a21709.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
559.51ms,CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8
509.44ms,CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
369.60ms,CCTV1,http://a21709.tv.netsite.cc/proxy/1464748337/1464748337.m3u8
1911.27ms,CCTV1,http://zba.sxdh.org/migu.php?v=index.php?&id=cctv1
631.76ms,CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
2190.48ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
1153.89ms,CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv
946.49ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
2458.39ms,CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1
530.52ms,CCTV1,http://3501776.xyz:35455/bptv/10000100000000050000000003864351.m3u8
1247.43ms,CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120
1210.40ms,CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1
1275.23ms,CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
1011.87ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
433.20ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
1549.07ms,CCTV1,https://tv.iill.top/migu/cctv1
488.25ms,CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
984.54ms,CCTV1,http://xiaoya.crccxw.top:35455/bptv/10000100000000050000000003864351.m3u8
1629.26ms,CCTV1,https://tv-1.iill.top/migu/cctv1
1214.55ms,CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.14:5146
1234.84ms,CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.86:5146
1206.62ms,CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.119:5146
1022.64ms,CCTV1,http://ygbh.site/php/bfgd.php?id=488
869.28ms,CCTV1,http://ygbh.site/php/bfgd.php?id=484
411.78ms,CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8
926.19ms,CCTV1,http://ygbh.site/php/bfgd.php?id=489
524.52ms,CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8
521.66ms,CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8
