更新时间,#genre#
20250818-12-01-58,url


RespoTime,whitelist,#genre#
432.94ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
425.21ms,CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
400.08ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
351.82ms,CCTV1,http://111.61.101.141:199/hls/62/index.m3u8
431.21ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
320.93ms,CCTV1,http://223.109.75.19:8000/057754/index.m3u8
474.80ms,CCTV1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
418.08ms,CCTV1,http://58.17.48.228:808/hls/1/index.m3u8
495.45ms,CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
507.68ms,CCTV1,http://171.118.79.3:9003/hls/1/index.m3u8
412.85ms,CCTV1,http://221.205.207.120:9003/hls/1/index.m3u8
459.83ms,CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
417.83ms,CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv
481.46ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8
417.37ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
416.77ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
526.16ms,CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
396.23ms,CCTV1,http://106.53.99.30/tv/20250803.php?id=CCTV1
654.54ms,CCTV1,https://cc06.tv12.xyz/1.m3u8
404.56ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
443.65ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
427.34ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
442.55ms,CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
531.29ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
