更新时间,#genre#
20260323-05-26-10,url


RespoTime,whitelist,#genre#
464.54ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.126:8002
466.78ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.194:4120
472.30ms,CCTV1,http://60.4.29.183:8077/rtp/239.253.92.83:8012
464.44ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.210:8068
465.40ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.33:8002
471.98ms,CCTV1,http://219.156.91.5:4022/rtp/225.1.4.73:1102
465.88ms,CCTV1,http://221.220.130.223:8012/rtp/239.3.1.129:8008
468.29ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.33:8002
471.00ms,CCTV1,http://171.119.205.198:6000/rtp/226.0.2.153:9136
467.10ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.81:8176
467.94ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.126:8002
465.78ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.81:8176
508.32ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.194:4120
514.06ms,CCTV1,http://223.198.243.233:4000/rtp/239.253.64.120:5140
513.23ms,CCTV1,http://171.8.84.159:8800/rtp/239.16.20.1:10010
513.12ms,CCTV1,http://114.254.83.46:8888/rtp/239.3.1.129:8008
544.29ms,CCTV1,http://106.87.51.33:8888/rtp/235.254.198.51:1480
513.55ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.1:8008
513.91ms,CCTV1,http://124.112.240.179:4022/rtp/238.1.78.166:7200
299.18ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
435.56ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
439.16ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
446.47ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
449.34ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
460.65ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
396.40ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
450.77ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
479.15ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
485.76ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
503.28ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
141.91ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
138.26ms,CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
1082.36ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.53:8060
162.12ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
1153.45ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.53:8060
134.30ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
567.44ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
463.08ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
298.75ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
322.04ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
332.99ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
558.33ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
566.50ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
489.20ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1491.90ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.1:8008
1134.34ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
1137.17ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
1136.53ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
245.28ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
507.31ms,CCTV1,http://106.59.2.11:55555/rtp/239.200.200.2:8080
510.14ms,CCTV1,http://106.59.2.11:55555/rtp/239.200.200.14:8852
510.85ms,CCTV1,http://106.59.2.11:55555/rtp/239.200.200.117:8712
2177.19ms,CCTV1,http://115.171.80.124:1688/rtp/225.1.8.210:8068
1866.63ms,CCTV1,https://t.freetv.fun/live/cctv1-1.php
1252.45ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
238.12ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
238.25ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
501.87ms,CCTV1,http://106.59.2.11:55555/rtp/239.200.201.45:8800
225.01ms,CCTV1,https://t.freetv.fun/live/cctv1-6.m3u8
237.16ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
1632.42ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
254.38ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=17
241.49ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
230.20ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
75.12ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
2221.67ms,CCTV1,http://iptv.4666888.xyz/iptv2A.php?id=7
239.20ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
234.87ms,CCTV1,https://t.freetv.fun/live/cctv1-5.m3u8
457.20ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
273.26ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=1
216.62ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=10
217.28ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=8
234.06ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=3
230.14ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=2
237.00ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=11
228.69ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=5
240.61ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=13
291.97ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=9
3822.94ms,CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
220.05ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=7
238.45ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=12
245.58ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=15
233.79ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1
282.91ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
299.07ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=18
294.43ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=19
381.60ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
429.67ms,CCTV1,http://60.13.52.236:65500/newlive/live/hls/1/live.m3u8
413.16ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
4824.66ms,CCTV1,https://t.freetv.fun/live/cctv1-2.php
225.90ms,CCTV1,https://t.freetv.fun/live/cctv1-3.php
403.37ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
456.31ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
5183.17ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
