更新时间,#genre#
20260504-06-51-15,url


RespoTime,whitelist,#genre#
592.83ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.33:8002
533.93ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
561.31ms,CCTV1,http://106.116.243.138:9999/rtp/239.254.200.45:8008
545.40ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.194:4120
544.73ms,CCTV1,http://123.118.58.175:8686/rtp/239.3.1.129:8008
537.74ms,CCTV1,http://114.226.212.170:8787/rtp/239.49.8.19:9614
540.07ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
539.49ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.126:8002
547.63ms,CCTV1,http://123.118.56.249:8686/rtp/239.3.1.129:8008
546.40ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.53:8060
626.77ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
540.37ms,CCTV1,http://114.226.212.167:8787/rtp/239.49.8.19:9614
643.08ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
529.62ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.1:8008
539.56ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.210:8068
547.19ms,CCTV1,http://114.226.212.170:8787/rtp/239.49.8.129:6000
197.53ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
196.23ms,CCTV1,https://t.freetv.fun/live/cctv-1-2.m3u8
530.85ms,CCTV1,http://121.29.215.187:2083/rtp/239.253.92.83:8012
559.81ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.81:8176
553.74ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
195.57ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
478.02ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
695.48ms,CCTV1,http://49.77.31.239:8554/rtp/239.49.8.19:9614
181.11ms,CCTV1,http://192.151.150.154/live/cctv1hd.m3u8
548.67ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
191.73ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
212.69ms,CCTV1,https://cdn13.178.indevs.in/163189/bea1d91d91364062
231.04ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
816.67ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
268.71ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
60.63ms,CCTV1,https://t.freetv.fun/live/cctv-1-1.m3u8
630.58ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
898.26ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
143.09ms,CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
510.09ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
512.17ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
510.03ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=4
540.07ms,CCTV1,http://113.241.133.180:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
41.19ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
569.74ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
49.74ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
44.72ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
46.45ms,CCTV1,https://t.freetv.fun/live/cctv1-1-1.m3u8
40.42ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
40.91ms,CCTV1,https://t.freetv.fun/live/cctv1-1-1.php
1231.34ms,CCTV1,http://114.226.212.167:8787/rtp/239.49.8.129:6000
45.46ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
704.74ms,CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
64.71ms,CCTV1,https://t.freetv.fun/live/cctv1-9.php
54.03ms,CCTV1,https://t.freetv.fun/live/cctv1-6.m3u8
481.07ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
63.70ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
509.98ms,CCTV1,http://60.4.30.6:8077/rtp/239.253.92.83:8012
78.89ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
63.23ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
131.41ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
